Call_Type,Call_Duration,IMEI,TAC,DESTINATION_CAT,MU_Device_type_Segment,MU_HANDSET_MOBILE_TECH,is_fraud
0,259.137144,6671,2689,ON-NET,Smartphone,4G,0
0,77.551992,10371,3807,ON-NET,Smartphone,4G,0
7,2.0,15587,5074,INTERNATIONAL,Smartphone,4G,0
0,11.349072,9705,3661,OFF-NET,Smartphone,4G,0
0,10.403316,3920,1565,OFF-NET,Smartphone,4G,0
0,4.72878,2147,976,ON-NET,Smartphone,4G,0
0,59.582628,13684,4626,ON-NET,Smartphone,4G,0
1,545.701212,2001,940,ON-NET,Smartphone,4G,0
1,54.853848,11047,3966,OFF-NET,Smartphone,4G,0
1,83.226528,11067,3974,ON-NET,Smartphone,4G,0
0,16.077852,1838,883,ON-NET,Basic & Feature Phone,2G,0
1,7.566048,11849,4178,ON-NET,Smartphone,4G,0
0,46.342044,4315,1717,ON-NET,Smartphone,4G,0
1,38.775996,9830,3675,OFF-NET,Smartphone,4G,0
7,2.0,13000,4481,ON-NET,Smartphone,4G,0
7,2.0,13000,4481,ON-NET,Smartphone,4G,0
1,21.752388,5990,2388,ON-NET,Smartphone,4G,0
1,48.233556,14575,4826,ON-NET,Smartphone,4G,0
0,31.209948,11692,4138,OFF-NET,Smartphone,4G,0
1,9.45756,15607,5079,ON-NET,Smartphone,4G,0
0,34.047216,14358,4786,ON-NET,Smartphone,4G,0
0,53.908092,5185,2071,ON-NET,Smartphone,4G,0
7,2.0,8443,3343,OTA-SHORT,Smartphone,4G,0
1,16.077852,4423,1768,ON-NET,Smartphone,4G,0
7,2.0,13947,4674,INTERNATIONAL,Smartphone,4G,0
1,12.294828,3942,1574,ON-NET,Smartphone,4G,0
0,33.10146,2459,1114,OFF-NET,Smartphone,4G,0
7,2.0,11919,4194,OTA-SHORT,Smartphone,4G,0
6,2.0,5374,2140,ON-NET,Smartphone,4G,0
6,2.0,11373,4055,ON-NET,Smartphone,4G,0
7,2.0,967,597,OTA-SHORT,Basic & Feature Phone,2G,0
0,69.985944,15738,5116,OFF-NET,Smartphone,4G,0
0,22.698144,12121,4252,ON-NET,Smartphone,4G,0
6,2.0,11184,4000,ON-NET,Smartphone,4G,0
0,3405.667356,6618,2689,OFF-NET,Smartphone,4G,0
7,2.0,8923,3471,ON-NET,Smartphone,4G,0
7,2.0,3085,1273,INTERNATIONAL,Smartphone,4G,0
1,36.884484,782,515,OFF-NET,Smartphone,4G,0
7,2.0,16809,5397,INTERNATIONAL,Smartphone,4G,0
1,23.6439,5252,2092,OFF-NET,Smartphone,4G,0
7,2.0,11373,4055,ON-NET,Smartphone,4G,0
0,7.566048,3049,1267,ON-NET,Smartphone,4G,0
7,2.0,12321,4308,ON-NET,Smartphone,4G,0
6,2.0,11373,4055,ON-NET,Smartphone,4G,0
1,23.6439,2744,1219,OFF-NET,Smartphone,4G,0
0,7.566048,13943,4673,ON-NET,Smartphone,4G,0
7,2.0,868,556,OTA-SHORT,Basic & Feature Phone,2G,0
0,89.84682,2868,1242,ON-NET,Smartphone,4G,0
6,2.0,1498,765,ON-NET,Smartphone,4G,0
7,2.0,10334,3797,OFF-NET,Smartphone,4G,0
6,2.0,1498,765,ON-NET,Smartphone,4G,0
7,2.0,11373,4055,ON-NET,Smartphone,4G,0
6,2.0,464,424,OFF-NET,Smartphone,4G,0
7,2.0,11373,4055,ON-NET,Smartphone,4G,0
6,2.0,11373,4055,ON-NET,Smartphone,4G,0
7,2.0,3434,1404,ON-NET,Smartphone,4G,0
6,2.0,11373,4055,ON-NET,Smartphone,4G,0
7,2.0,962,593,OTA-SHORT,Smartphone,4G,0
1,112.544964,15862,5143,ON-NET,Smartphone,4G,0
1,22.698144,11017,3957,ON-NET,Smartphone,4G,0
1,70.9317,4765,1919,ON-NET,Smartphone,4G,0
6,2.0,11184,4000,ON-NET,Smartphone,4G,0
1,63.365652,11692,4138,OFF-NET,Smartphone,4G,0
7,2.0,3434,1404,ON-NET,Smartphone,4G,0
0,67.148676,4557,1840,OFF-NET,Basic & Feature Phone,2G,0
0,125.785548,5566,2230,OFF-NET,Smartphone,4G,0
6,2.0,11373,4055,ON-NET,Smartphone,4G,0
1,46.342044,399,403,ON-NET,Smartphone,4G,0
7,2.0,10334,3797,OFF-NET,Smartphone,4G,0
7,2.0,3434,1404,ON-NET,Smartphone,4G,0
1,126.731304,15638,5087,ON-NET,Smartphone,4G,0
0,49.179312,10160,3744,ON-NET,Smartphone,4G,0
6,2.0,3434,1404,ON-NET,Smartphone,4G,0
6,2.0,10334,3797,OFF-NET,Smartphone,4G,0
6,2.0,3434,1404,ON-NET,Smartphone,4G,0
7,2.0,3434,1404,ON-NET,Smartphone,4G,0
0,26.481168,10792,3907,ON-NET,Smartphone,4G,0
0,31.209948,14401,4797,ON-NET,Smartphone,4G,0
1,5.674536,11059,3970,ON-NET,Smartphone,4G,0
7,2.0,1964,927,ON-NET,Smartphone,4G,0
7,2.0,10334,3797,OFF-NET,Smartphone,4G,0
7,2.0,10334,3797,OFF-NET,Smartphone,4G,0
6,2.0,10334,3797,OFF-NET,Smartphone,4G,0
7,2.0,10334,3797,OFF-NET,Smartphone,4G,0
0,11.349072,11175,3997,ON-NET,Smartphone,4G,0
7,2.0,3434,1404,ON-NET,Smartphone,4G,0
7,2.0,10334,3797,OFF-NET,Smartphone,4G,0
0,23.6439,8822,3456,ON-NET,Smartphone,4G,0
6,2.0,3434,1404,ON-NET,Smartphone,4G,0
0,34.047216,14401,4797,ON-NET,Smartphone,4G,0
1,115.382232,3941,1573,OFF-NET,Smartphone,4G,0
7,2.0,11354,4047,OFF-NET,Smartphone,4G,0
7,2.0,15103,4952,INTERNATIONAL,Smartphone,4G,0
1,66.20292,118,320,OFF-NET,Smartphone,4G,0
0,50.125068,14401,4797,ON-NET,Smartphone,4G,0
6,2.0,10334,3797,OFF-NET,Smartphone,4G,0
7,2.0,10334,3797,OFF-NET,Smartphone,4G,0
6,2.0,14556,4821,OFF-NET,Smartphone,4G,0
0,26.481168,7505,2991,OFF-NET,Basic & Feature Phone,2G,0
6,2.0,3434,1404,ON-NET,Smartphone,4G,0
1,71.877456,9830,3675,OFF-NET,Smartphone,4G,0
6,2.0,3434,1404,ON-NET,Smartphone,4G,0
1,8147.68794,15320,5002,ON-NET,Smartphone,4G,0
0,401.000544,9293,3554,OFF-NET,Smartphone,4G,0
7,2.0,14556,4821,OFF-NET,Smartphone,4G,0
7,2.0,13956,4677,ON-NET,Smartphone,4G,0
1,22.698144,13683,4626,ON-NET,Smartphone,4G,0
7,2.0,13943,4673,ON-NET,Smartphone,4G,0
1,26.481168,4386,1749,ON-NET,Smartphone,4G,0
7,2.0,17051,5461,OTA-SHORT,Smartphone,4G,0
7,2.0,6218,2516,OTA-SHORT,Smartphone,4G,0
7,2.0,10714,3896,ON-NET,Smartphone,4G,0
7,2.0,10714,3896,ON-NET,Smartphone,4G,0
7,2.0,1992,939,OTA-SHORT,Basic & Feature Phone,2G,0
1,90.792576,7452,2979,ON-NET,Smartphone,4G,0
7,2.0,15801,5129,OFF-NET,Smartphone,4G,0
7,2.0,10714,3896,ON-NET,Smartphone,4G,0
7,2.0,2147,976,ON-NET,Smartphone,4G,0
1,19.860876,2566,1161,OFF-NET,Smartphone,4G,0
7,2.0,12374,4327,INTERNATIONAL,Smartphone,4G,0
7,2.0,7581,3013,OTA-SHORT,Smartphone,4G,0
0,29.318436,9830,3675,OFF-NET,Smartphone,4G,0
0,8526.936096,7941,3132,ON-NET,Smartphone,4G,0
7,2.0,15801,5129,OFF-NET,Smartphone,4G,0
0,2472.206184,6618,2689,OFF-NET,Smartphone,4G,0
7,2.0,6248,2533,ON-NET,Smartphone,4G,0
7,2.0,6248,2533,ON-NET,Smartphone,4G,0
7,2.0,11067,3974,ON-NET,Smartphone,4G,0
6,2.0,11067,3974,ON-NET,Smartphone,4G,0
7,2.0,14556,4821,OFF-NET,Smartphone,4G,0
0,35.938728,10098,3730,OFF-NET,Smartphone,4G,0
1,14.18634,3680,1496,ON-NET,Smartphone,4G,0
1,20428.3296,1672,813,ON-NET,Smartphone,4G,0
0,7.566048,6838,2775,ON-NET,Smartphone,4G,0
7,2.0,14902,4899,ON-NET,Smartphone,4G,0
0,2170.51002,10792,3907,ON-NET,Smartphone,4G,0
1,90.792576,6069,2430,ON-NET,Smartphone,4G,0
6,2.0,16939,5424,ON-NET,Smartphone,4G,0
1,33.10146,15738,5116,ON-NET,Smartphone,4G,0
7,2.0,14556,4821,OFF-NET,Smartphone,4G,0
7,2.0,14556,4821,OFF-NET,Smartphone,4G,0
7,2.0,14556,4821,OFF-NET,Smartphone,4G,0
7,2.0,14556,4821,OFF-NET,Smartphone,4G,0
7,2.0,12876,4456,OTA-SHORT,Smartphone,4G,0
7,2.0,12876,4456,OTA-SHORT,Smartphone,4G,0
1,5100.462108,2529,1138,ON-NET,Smartphone,4G,0
6,2.0,11417,4072,ON-NET,Smartphone,4G,0
6,2.0,14556,4821,OFF-NET,Smartphone,4G,0
0,43.504776,13235,4545,OFF-NET,Smartphone,4G,0
0,10.403316,2110,969,OFF-NET,Smartphone,4G,0
7,2.0,7813,3076,ON-NET,Modem,4G,0
1,22.698144,10098,3730,OFF-NET,Smartphone,4G,0
0,555.158772,6167,2498,OFF-NET,Smartphone,4G,0
1,25.535412,16215,5240,ON-NET,Smartphone,4G,0
0,16.077852,3680,1496,ON-NET,Smartphone,4G,0
7,2.0,11854,4180,INTERNATIONAL,Smartphone,4G,0
7,2.0,2633,1201,ON-NET,Basic & Feature Phone,2G,0
1,533.406384,5224,2079,OFF-NET,Smartphone,4G,0
0,3446.334864,11784,4164,ON-NET,Smartphone,4G,0
6,2.0,6103,2452,ON-NET,Smartphone,4G,0
7,2.0,1306,679,OTA-SHORT,Smartphone,4G,0
1,10.403316,6102,2452,ON-NET,Smartphone,4G,0
0,63.365652,1334,693,ON-NET,Smartphone,4G,0
1,51.070824,12853,4449,ON-NET,Smartphone,4G,0
6,2.0,11394,4062,ON-NET,Smartphone,4G,0
6,2.0,6062,2425,ON-NET,Smartphone,4G,0
7,2.0,14374,4788,INTERNATIONAL,Other,4G,0
1,38.775996,10388,3811,ON-NET,Smartphone,4G,0
7,2.0,8646,3376,INTERNATIONAL,Smartphone,4G,0
7,2.0,5780,2307,INTERNATIONAL,Smartphone,4G,0
7,2.0,5780,2307,INTERNATIONAL,Smartphone,4G,0
0,4156.59762,14851,4887,ON-NET,Smartphone,4G,0
7,2.0,11983,4206,INTERNATIONAL,Smartphone,4G,0
0,19.860876,1334,693,OFF-NET,Smartphone,4G,0
7,2.0,12029,4227,ON-NET,Smartphone,4G,0
1,3405.667356,231,354,OFF-NET,Smartphone,4G,0
0,92.684088,10956,3933,OFF-NET,Smartphone,4G,0
6,2.0,12029,4227,ON-NET,Smartphone,4G,0
0,41.613264,16789,5391,ON-NET,Smartphone,4G,0
7,2.0,5804,2311,INTERNATIONAL,Basic & Feature Phone,2G,0
1,19.860876,10132,3734,ON-NET,Smartphone,4G,0
0,27.426924,12529,4359,ON-NET,Smartphone,4G,0
1,2138.354316,12029,4227,ON-NET,Smartphone,4G,0
6,2.0,12029,4227,ON-NET,Smartphone,4G,0
1,3275.153028,6062,2425,ON-NET,Smartphone,4G,0
7,2.0,3359,1378,OTA-SHORT,Smartphone,4G,0
7,2.0,10057,3720,OTA-SHORT,Smartphone,4G,0
1,1749.6486,14824,4877,ON-NET,Smartphone,4G,0
1,37.83024,15534,5055,ON-NET,Smartphone,4G,0
0,167.398812,11919,4194,ON-NET,Smartphone,4G,0
7,2.0,12112,4248,INTERNATIONAL,Smartphone,4G,0
1,153.212472,12881,4457,ON-NET,Smartphone,4G,0
0,12.294828,9073,3514,ON-NET,Basic & Feature Phone,2G,0
7,2.0,5725,2287,OTA-SHORT,Basic & Feature Phone,2G,0
7,2.0,5725,2287,OTA-SHORT,Basic & Feature Phone,2G,0
1,8.511804,2150,976,OFF-NET,Smartphone,4G,0
7,2.0,11394,4062,ON-NET,Smartphone,4G,0
7,2.0,6784,2740,OTA-SHORT,Smartphone,4G,0
1,54.853848,15738,5116,OFF-NET,Smartphone,4G,0
7,2.0,6004,2398,ON-NET,Smartphone,4G,0
1,116.327988,2303,1039,ON-NET,Smartphone,4G,0
100,3.783024,17091,5797,OTA-SHORT,Other,4G,0
0,99.30438,17044,5460,OFF-NET,Smartphone,4G,0
6,2.0,3987,1588,INTERNATIONAL,Smartphone,4G,0
7,2.0,5263,2097,OTA-SHORT,Smartphone,4G,0
0,20429.275356,13000,4481,ON-NET,Smartphone,4G,0
7,2.0,8443,3343,INTERNATIONAL,Smartphone,4G,0
0,17.023608,8599,3368,OFF-NET,Basic & Feature Phone,2G,0
7,2.0,12976,4474,OTA-SHORT,Smartphone,4G,0
7,2.0,600,455,OTA-SHORT,Smartphone,4G,0
7,2.0,10008,3706,OTA-SHORT,Smartphone,4G,0
7,2.0,2368,1072,OFF-NET,Smartphone,4G,0
0,42.55902,13393,4594,OFF-NET,Smartphone,4G,0
1,30.264192,5303,2102,OFF-NET,Smartphone,4G,0
7,2.0,6780,2736,INTERNATIONAL,Smartphone,4G,0
7,2.0,4665,1868,OTA-SHORT,Smartphone,4G,0
7,2.0,14718,4853,INTERNATIONAL,Smartphone,4G,0
1,122.002524,13074,4509,ON-NET,Smartphone,4G,0
0,12.294828,13393,4594,OFF-NET,Smartphone,4G,0
7,2.0,16134,5215,OTA-SHORT,Smartphone,4G,0
7,2.0,10933,3933,INTERNATIONAL,Smartphone,4G,0
7,2.0,11144,3992,OTA-SHORT,Smartphone,4G,0
1,56.74536,7452,2979,ON-NET,Smartphone,4G,0
1,19.860876,10975,3942,ON-NET,Smartphone,4G,0
6,2.0,13538,4614,ON-NET,Smartphone,4G,0
6,2.0,13538,4614,ON-NET,Smartphone,4G,0
7,2.0,1579,798,OTA-SHORT,Smartphone,4G,0
0,59.582628,10953,3933,ON-NET,Smartphone,4G,0
7,2.0,12242,4285,INTERNATIONAL,Smartphone,4G,0
7,2.0,7452,2979,ON-NET,Smartphone,4G,0
7,2.0,12727,4412,OTA-SHORT,Smartphone,4G,0
1,55.799604,7967,3148,ON-NET,Smartphone,4G,0
0,19.860876,10116,3732,ON-NET,Smartphone,4G,0
7,2.0,10109,3731,OTA-SHORT,Smartphone,4G,0
6,2.0,6383,2606,ON-NET,Smartphone,4G,0
0,8.511804,8315,3278,ON-NET,Basic & Feature Phone,2G,0
1,40.667508,10975,3942,ON-NET,Smartphone,4G,0
1,25.535412,2459,1114,ON-NET,Smartphone,4G,0
1,13.240584,10975,3942,ON-NET,Smartphone,4G,0
7,2.0,6496,2642,OTA-SHORT,Basic & Feature Phone,2G,0
0,120.111012,13074,4509,ON-NET,Smartphone,4G,0
7,2.0,5446,2176,OTA-SHORT,Smartphone,4G,0
0,86.063796,4459,1787,ON-NET,Smartphone,4G,0
1,7.566048,14778,4867,ON-NET,Smartphone,4G,0
1,42.55902,11170,3996,OFF-NET,Smartphone,4G,0
7,2.0,15307,5002,INTERNATIONAL,Smartphone,4G,0
7,2.0,6472,2639,OTA-SHORT,Smartphone,4G,0
1,14.18634,8962,3473,ON-NET,Smartphone,4G,0
1,15.132096,14100,4713,ON-NET,Smartphone,4G,0
7,2.0,5650,2272,OTA-SHORT,Smartphone,4G,0
1,8.511804,6491,2642,OFF-NET,Basic & Feature Phone,2G,0
1,21.752388,13074,4509,OFF-NET,Smartphone,4G,0
7,2.0,8417,3328,INTERNATIONAL,Basic & Feature Phone,2G,0
7,2.0,4897,1979,ON-NET,Smartphone,4G,0
0,27.426924,8955,3473,ON-NET,Smartphone,4G,0
7,2.0,967,597,OTA-SHORT,Basic & Feature Phone,2G,0
7,2.0,11792,4168,OTA-SHORT,Smartphone,4G,0
1,58.636872,3732,1512,ON-NET,Basic & Feature Phone,2G,0
0,110.653452,9009,3488,ON-NET,Smartphone,4G,0
1,43.504776,7993,3161,OFF-NET,Basic & Feature Phone,2G,0
0,16.077852,4066,1614,OFF-NET,Smartphone,4G,0
6,2.0,2639,1202,ON-NET,Smartphone,4G,0
7,2.0,10332,3797,OTA-SHORT,Smartphone,4G,0
0,4.72878,15196,4974,OFF-NET,Smartphone,4G,0
0,9.45756,2978,1267,ON-NET,Smartphone,4G,0
0,25.535412,6528,2645,ON-NET,Smartphone,4G,0
7,2.0,9328,3567,OFF-NET,Basic & Feature Phone,2G,0
7,2.0,13423,4600,OTA-SHORT,Smartphone,4G,0
1,33.10146,7352,2958,OFF-NET,Smartphone,4G,0
0,15.132096,5758,2297,ON-NET,Basic & Feature Phone,2G,0
7,2.0,13600,4621,OTA-SHORT,Smartphone,4G,0
1,29.318436,272,363,OFF-NET,Smartphone,4G,0
1,20.806632,2005,940,OFF-NET,Smartphone,4G,0
0,18.91512,8638,3374,OFF-NET,Smartphone,4G,0
0,53.908092,10821,3914,ON-NET,Smartphone,4G,0
1,17.023608,10498,3839,ON-NET,Smartphone,4G,0
7,2.0,2750,1222,INTERNATIONAL,Basic & Feature Phone,2G,0
6,2.0,12955,4470,OFF-NET,Smartphone,4G,0
6,2.0,2750,1222,OFF-NET,Basic & Feature Phone,2G,0
6,2.0,15992,5181,ON-NET,Smartphone,4G,0
7,2.0,6238,2529,OTA-SHORT,Smartphone,4G,0
7,2.0,15992,5181,ON-NET,Smartphone,4G,0
1,15.132096,5773,2306,ON-NET,Smartphone,4G,0
7,2.0,5868,2345,OTA-SHORT,Smartphone,4G,0
7,2.0,11041,3963,INTERNATIONAL,Smartphone,4G,0
7,2.0,4104,1634,OTA-SHORT,Smartphone,4G,0
0,3.783024,11673,4137,ON-NET,Smartphone,4G,0
1,7.566048,10261,3773,OFF-NET,Smartphone,4G,0
7,2.0,10057,3720,OTA-SHORT,Smartphone,4G,0
1,30.264192,3975,1580,ON-NET,Smartphone,4G,0
7,2.0,4686,1872,OTA-SHORT,Smartphone,4G,0
7,2.0,14588,4827,OTA-SHORT,Smartphone,4G,0
0,42.55902,10689,3888,ON-NET,Smartphone,4G,0
7,2.0,7444,2979,ON-NET,Smartphone,4G,0
1,16.077852,209,345,ON-NET,Smartphone,4G,0
1,171.181836,5837,2326,ON-NET,Smartphone,4G,0
0,14.18634,15366,5015,ON-NET,Smartphone,4G,0
1,70.9317,14100,4713,ON-NET,Smartphone,4G,0
1,19.860876,9938,3694,ON-NET,Smartphone,4G,0
1,79.443504,3609,1467,ON-NET,Smartphone,4G,0
0,11.349072,16270,5258,ON-NET,Smartphone,4G,0
1,310.207968,886,564,ON-NET,Smartphone,4G,0
7,2.0,9830,3675,OTA-SHORT,Smartphone,4G,0
7,2.0,6374,2601,OTA-SHORT,Smartphone,4G,0
7,2.0,1831,877,OTA-SHORT,Basic & Feature Phone,2G,0
0,27.426924,3659,1484,ON-NET,Smartphone,4G,0
0,35.938728,13372,4588,OFF-NET,Smartphone,4G,0
1,62.419896,14984,4919,ON-NET,Smartphone,4G,0
1,17.969364,11425,4075,OFF-NET,Smartphone,4G,0
0,230.764464,8942,3473,ON-NET,Smartphone,4G,0
7,2.0,14501,4811,OTA-SHORT,Smartphone,4G,0
0,102.141648,2435,1105,ON-NET,Smartphone,4G,0
0,394.380252,8942,3473,ON-NET,Smartphone,4G,0
1,11.349072,9614,3644,ON-NET,Smartphone,4G,0
1,942.918732,12558,4364,ON-NET,Smartphone,4G,0
7,2.0,10544,3853,OTA-SHORT,Smartphone,4G,0
1,61.47414,16068,5198,ON-NET,Smartphone,4G,0
1,15.132096,12701,4408,ON-NET,Smartphone,4G,0
0,66.20292,13969,4680,ON-NET,Smartphone,4G,0
7,2.0,7990,3161,INTERNATIONAL,Basic & Feature Phone,2G,0
1,1255.963968,13604,4621,ON-NET,Smartphone,4G,0
1,403.837812,809,530,ON-NET,Basic & Feature Phone,2G,0
0,69.985944,11276,4021,OFF-NET,Smartphone,4G,0
7,2.0,4429,1771,OTA-SHORT,Smartphone,4G,0
7,2.0,3925,1568,OTA-SHORT,Smartphone,4G,0
1,90.792576,11561,4112,ON-NET,Smartphone,4G,0
1,24.589656,15812,5135,ON-NET,Smartphone,4G,0
1,43.504776,5697,2287,OFF-NET,Basic & Feature Phone,2G,0
7,2.0,15348,5010,OTA-SHORT,Smartphone,4G,0
0,8.511804,13545,4619,OFF-NET,Smartphone,4G,0
7,2.0,8694,3406,INTERNATIONAL,Smartphone,4G,0
6,2.0,7851,3097,ON-NET,Smartphone,4G,0
7,2.0,15553,5064,OFF-NET,Smartphone,4G,0
0,63.365652,11084,3977,ON-NET,Smartphone,4G,0
7,2.0,7041,2853,INTERNATIONAL,Smartphone,4G,0
0,26.481168,6814,2763,ON-NET,Smartphone,4G,0
0,20.806632,9009,3488,OFF-NET,Smartphone,4G,0
1,91.738332,13178,4535,ON-NET,Smartphone,4G,0
1,111.599208,10255,3770,ON-NET,Smartphone,4G,0
100,4.72878,17091,5797,OTA-SHORT,Other,4G,0
7,2.0,8931,3471,OTA-SHORT,Smartphone,4G,0
0,90.792576,5418,2164,ON-NET,Smartphone,4G,0
7,2.0,8330,3278,OTA-SHORT,Basic & Feature Phone,2G,0
0,31.209948,9497,3609,ON-NET,Smartphone,4G,0
0,6.620292,12977,4475,OFF-NET,Smartphone,4G,0
7,2.0,10985,3943,OTA-SHORT,Smartphone,4G,0
7,2.0,9318,3564,OTA-SHORT,Basic & Feature Phone,2G,0
0,7.566048,8862,3459,OFF-NET,Basic & Feature Phone,2G,0
0,51.070824,5035,2016,ON-NET,Smartphone,4G,0
7,2.0,9454,3596,OTA-SHORT,Smartphone,4G,0
0,17.023608,6150,2487,ON-NET,Smartphone,3G,0
1,81.335016,2825,1231,ON-NET,Basic & Feature Phone,2G,0
1,25.535412,15295,5000,ON-NET,Smartphone,4G,0
1,14.18634,4734,1897,ON-NET,Basic & Feature Phone,2G,0
0,12.294828,9504,3610,ON-NET,Smartphone,4G,0
0,51.070824,16726,5375,OFF-NET,Smartphone,4G,0
1,52.962336,5504,2205,ON-NET,Smartphone,4G,0
0,28.37268,6538,2652,ON-NET,Smartphone,4G,0
1,41.613264,1740,845,ON-NET,Smartphone,4G,0
0,36.884484,10556,3855,OFF-NET,Smartphone,4G,0
0,43.504776,8507,3354,ON-NET,Tablet,3G,0
7,2.0,8396,3311,INTERNATIONAL,Smartphone,4G,0
7,2.0,16188,5230,OTA-SHORT,Smartphone,4G,0
1,27.426924,13623,4621,ON-NET,Smartphone,4G,0
1,79.443504,14623,4839,ON-NET,Smartphone,4G,0
1,28.37268,9147,3531,OFF-NET,Smartphone,4G,0
0,17.969364,3126,1291,ON-NET,Smartphone,4G,0
1,66.20292,12146,4260,ON-NET,Smartphone,4G,0
1,10.403316,2799,1231,ON-NET,Basic & Feature Phone,2G,0
0,17.023608,4439,1778,ON-NET,Smartphone,3G,0
1,130.514328,6625,2689,ON-NET,Smartphone,4G,0
1,96.467112,15566,5068,OFF-NET,Smartphone,4G,0
1,17.023608,15627,5086,OFF-NET,Smartphone,4G,0
0,179.69364,10249,3768,ON-NET,Smartphone,4G,0
1,52.962336,13964,4680,OFF-NET,Smartphone,4G,0
1,1465.9218,14750,4859,ON-NET,Smartphone,4G,0
0,224.144172,1484,759,OFF-NET,Smartphone,4G,0
0,11.349072,2720,1207,ON-NET,Smartphone,4G,0
1,11.349072,11027,3959,ON-NET,Smartphone,4G,0
1,187.259688,1161,639,ON-NET,Basic & Feature Phone,2G,0
0,52.01658,15113,4952,OFF-NET,Smartphone,4G,0
7,2.0,868,556,OTA-SHORT,Basic & Feature Phone,2G,0
1,9.45756,16468,5296,ON-NET,Smartphone,4G,0
1,37.83024,15803,5129,ON-NET,Smartphone,4G,0
0,45.396288,14235,4751,ON-NET,Smartphone,4G,0
7,2.0,7823,3081,OTA-SHORT,Smartphone,4G,0
1,139.971888,10158,3744,ON-NET,Smartphone,4G,0
1,60.528384,8370,3298,OFF-NET,Basic & Feature Phone,2G,0
0,46.342044,5790,2308,ON-NET,Smartphone,4G,0
1,11.349072,6813,2763,OFF-NET,Smartphone,4G,0
1,41.613264,16211,5238,ON-NET,Smartphone,4G,0
6,2.0,1853,889,ON-NET,Smartphone,4G,0
7,2.0,6019,2403,OTA-SHORT,Smartphone,4G,0
7,2.0,642,472,INTERNATIONAL,Smartphone,4G,0
0,7.566048,11837,4176,ON-NET,Smartphone,4G,0
1,1050.734916,2316,1048,ON-NET,Smartphone,4G,0
7,2.0,2246,1011,OFF-NET,Smartphone,4G,0
0,34.992972,12265,4285,ON-NET,Smartphone,4G,0
7,2.0,9894,3682,OTA-SHORT,Smartphone,4G,0
0,76.606236,11798,4168,ON-NET,Smartphone,4G,0
1,696.076416,11030,3959,ON-NET,Smartphone,4G,0
0,28.37268,8341,3279,ON-NET,Basic & Feature Phone,2G,0
1,147.537936,4643,1865,ON-NET,Basic & Feature Phone,2G,0
0,245.89656,12730,4412,ON-NET,Smartphone,4G,0
1,115.382232,8696,3408,OFF-NET,Smartphone,4G,0
0,34.047216,13117,4522,ON-NET,Smartphone,4G,0
1,27.426924,14918,4905,OFF-NET,Smartphone,4G,0
1,35.938728,10127,3734,ON-NET,Smartphone,4G,0
1,71.877456,12615,4375,ON-NET,Smartphone,4G,0
0,34.047216,12922,4465,ON-NET,Smartphone,4G,0
0,3.783024,9167,3531,ON-NET,Smartphone,4G,0
0,31.209948,6880,2804,OFF-NET,Smartphone,4G,0
7,2.0,13677,4624,OTA-SHORT,Smartphone,4G,0
1,8.511804,14209,4746,OFF-NET,Smartphone,4G,0
7,2.0,6469,2638,OTA-SHORT,Basic & Feature Phone,2G,0
0,15.132096,4690,1872,ON-NET,Smartphone,4G,0
1,775.51992,16552,5323,ON-NET,Smartphone,4G,0
7,2.0,14235,4751,ON-NET,Smartphone,4G,0
0,30.264192,12211,4279,ON-NET,Smartphone,4G,0
0,44.450532,12730,4412,ON-NET,Smartphone,4G,0
1,241.16778,1839,883,ON-NET,Basic & Feature Phone,2G,0
1,20.806632,6222,2518,ON-NET,Basic & Feature Phone,2G,0
0,13.240584,15847,5140,ON-NET,Smartphone,4G,0
1,9.45756,9735,3668,ON-NET,Smartphone,4G,0
1,69.040188,15010,4928,OFF-NET,Smartphone,4G,0
1,0.945756,6450,2631,OFF-NET,Basic & Feature Phone,2G,0
1,8.511804,16037,5188,ON-NET,Smartphone,4G,0
1,28.37268,6929,2820,ON-NET,Basic & Feature Phone,2G,0
0,93.629844,3718,1509,ON-NET,Smartphone,4G,0
1,413.295372,2050,954,OFF-NET,Smartphone,4G,0
0,29.318436,16202,5235,ON-NET,Smartphone,4G,0
7,2.0,13031,4496,OTA-SHORT,Smartphone,4G,0
1,1680.608412,3718,1509,ON-NET,Smartphone,4G,0
1,95.521356,11138,3992,ON-NET,Smartphone,4G,0
1,50.125068,6929,2820,ON-NET,Basic & Feature Phone,2G,0
7,2.0,10150,3739,OTA-SHORT,Smartphone,4G,0
0,34.047216,2551,1150,OFF-NET,Smartphone,4G,0
0,20.806632,14209,4746,OFF-NET,Smartphone,4G,0
1,10.403316,16037,5188,ON-NET,Smartphone,4G,0
0,26.481168,11402,4065,ON-NET,Smartphone,4G,0
1,13.240584,4665,1868,ON-NET,Smartphone,4G,0
0,24.589656,7358,2958,ON-NET,Smartphone,4G,0
0,104.978916,376,399,OFF-NET,Smartphone,4G,0
1,19.860876,2711,1203,ON-NET,Smartphone,4G,0
1,60.528384,8502,3354,OFF-NET,Tablet,3G,0
0,16.077852,13309,4566,ON-NET,Smartphone,4G,0
7,2.0,8696,3408,OTA-SHORT,Smartphone,4G,0
0,24.589656,11402,4065,ON-NET,Smartphone,4G,0
7,2.0,5682,2278,OTA-SHORT,Smartphone,4G,0
6,2.0,12445,4345,ON-NET,Smartphone,4G,0
