Call_Type,Call_Duration,IMEI,TAC,DESTINATION_CAT,MU_Device_type_Segment,MU_HANDSET_MOBILE_TECH,is_fraud
1,4.72878,3600,5620,ON-NET,Basic & Feature Phone,2G,1
0,35.938728,5842,5692,OFF-NET,Smartphone,4G,1
1,13.240584,8379,5772,ON-NET,Basic & Feature Phone,2G,1
6,2.0,16226,230,ON-NET,Smartphone,4G,1
0,137.13462,415,5499,OFF-NET,Smartphone,4G,1
0,337.634892,320,5495,ON-NET,Smartphone,4G,1
6,2.0,16226,230,ON-NET,Smartphone,4G,1
0,255.35412,16226,230,ON-NET,Smartphone,4G,1
7,2.0,14769,179,ON-NET,Modem,3G,1
7,2.0,6046,5698,INTERNATIONAL,Basic & Feature Phone,2G,1
0,41.613264,1401,5543,ON-NET,Smartphone,3G,1
1,34.047216,3489,5618,ON-NET,Basic & Feature Phone,2G,1
0,28.37268,12150,92,ON-NET,Smartphone,4G,1
0,42.55902,6111,5701,ON-NET,Smartphone,4G,1
6,2.0,15923,215,ON-NET,Smartphone,4G,1
6,2.0,10349,36,ON-NET,Smartphone,4G,1
6,2.0,15923,215,ON-NET,Smartphone,4G,1
6,2.0,15923,215,ON-NET,Smartphone,4G,1
0,1924.61346,11517,70,ON-NET,Smartphone,4G,1
6,2.0,10263,33,ON-NET,Smartphone,4G,1
6,2.0,10349,36,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,12355,101,ON-NET,Smartphone,4G,1
6,2.0,10263,33,ON-NET,Smartphone,4G,1
6,2.0,10349,36,ON-NET,Smartphone,4G,1
6,2.0,15923,215,ON-NET,Smartphone,4G,1
6,2.0,16100,226,ON-NET,Smartphone,4G,1
6,2.0,15923,215,ON-NET,Smartphone,4G,1
6,2.0,16100,226,ON-NET,Smartphone,4G,1
6,2.0,10349,36,ON-NET,Smartphone,4G,1
6,2.0,1495,5548,ON-NET,Smartphone,4G,1
6,2.0,14990,186,ON-NET,Smartphone,4G,1
6,2.0,12355,101,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,12355,101,ON-NET,Smartphone,4G,1
6,2.0,14990,186,ON-NET,Smartphone,4G,1
6,2.0,16100,226,ON-NET,Smartphone,4G,1
6,2.0,10349,36,ON-NET,Smartphone,4G,1
6,2.0,10263,33,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,16100,226,ON-NET,Smartphone,4G,1
6,2.0,9013,5786,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,12355,101,ON-NET,Smartphone,4G,1
1,4.72878,6708,5720,ON-NET,Smartphone,4G,1
6,2.0,12355,101,ON-NET,Smartphone,4G,1
6,2.0,14990,186,ON-NET,Smartphone,4G,1
6,2.0,10263,33,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,15923,215,ON-NET,Smartphone,4G,1
6,2.0,10349,36,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,10349,36,ON-NET,Smartphone,4G,1
6,2.0,6804,5723,ON-NET,Smartphone,4G,1
6,2.0,12355,101,ON-NET,Smartphone,4G,1
6,2.0,16100,226,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,10263,33,ON-NET,Smartphone,4G,1
6,2.0,14990,186,ON-NET,Smartphone,4G,1
6,2.0,10349,36,ON-NET,Smartphone,4G,1
6,2.0,9013,5786,ON-NET,Smartphone,4G,1
0,17.023608,16554,239,ON-NET,Smartphone,4G,1
6,2.0,14990,186,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,6804,5723,ON-NET,Smartphone,4G,1
6,2.0,16100,226,ON-NET,Smartphone,4G,1
6,2.0,9669,14,ON-NET,Smartphone,4G,1
6,2.0,16100,226,ON-NET,Smartphone,4G,1
6,2.0,10263,33,ON-NET,Smartphone,4G,1
6,2.0,9013,5786,ON-NET,Smartphone,4G,1
6,2.0,14990,186,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,10349,36,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,12355,101,ON-NET,Smartphone,4G,1
6,2.0,6804,5723,ON-NET,Smartphone,4G,1
6,2.0,9013,5786,ON-NET,Smartphone,4G,1
6,2.0,9669,14,ON-NET,Smartphone,4G,1
6,2.0,16100,226,ON-NET,Smartphone,4G,1
6,2.0,14990,186,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,16100,226,ON-NET,Smartphone,4G,1
6,2.0,10263,33,ON-NET,Smartphone,4G,1
6,2.0,10349,36,ON-NET,Smartphone,4G,1
6,2.0,9669,14,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,9013,5786,ON-NET,Smartphone,4G,1
6,2.0,12355,101,ON-NET,Smartphone,4G,1
6,2.0,10263,33,ON-NET,Smartphone,4G,1
6,2.0,9669,14,ON-NET,Smartphone,4G,1
7,2.0,1758,5562,OTA-SHORT,Basic & Feature Phone,3G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,10263,33,ON-NET,Smartphone,4G,1
6,2.0,12355,101,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,14990,186,ON-NET,Smartphone,4G,1
6,2.0,15923,215,ON-NET,Smartphone,4G,1
6,2.0,9669,14,ON-NET,Smartphone,4G,1
6,2.0,12355,101,ON-NET,Smartphone,4G,1
6,2.0,9013,5786,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,10263,33,ON-NET,Smartphone,4G,1
6,2.0,15923,215,ON-NET,Smartphone,4G,1
6,2.0,16100,226,ON-NET,Smartphone,4G,1
6,2.0,9669,14,ON-NET,Smartphone,4G,1
6,2.0,6804,5723,ON-NET,Smartphone,4G,1
6,2.0,12355,101,ON-NET,Smartphone,4G,1
6,2.0,16100,226,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
0,609.066864,779,5517,ON-NET,Smartphone,3G,1
6,2.0,12355,101,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,14990,186,ON-NET,Smartphone,4G,1
6,2.0,9669,14,ON-NET,Smartphone,4G,1
6,2.0,14990,186,ON-NET,Smartphone,4G,1
6,2.0,10263,33,ON-NET,Smartphone,4G,1
6,2.0,10349,36,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,6804,5723,ON-NET,Smartphone,4G,1
6,2.0,12355,101,ON-NET,Smartphone,4G,1
6,2.0,9669,14,ON-NET,Smartphone,4G,1
6,2.0,15923,215,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,10349,36,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,16100,226,ON-NET,Smartphone,4G,1
6,2.0,10263,33,ON-NET,Smartphone,4G,1
6,2.0,14990,186,ON-NET,Smartphone,4G,1
6,2.0,15923,215,ON-NET,Smartphone,4G,1
6,2.0,9669,14,ON-NET,Smartphone,4G,1
6,2.0,10349,36,ON-NET,Smartphone,4G,1
6,2.0,15923,215,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,9669,14,ON-NET,Smartphone,4G,1
6,2.0,9013,5786,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,9669,14,ON-NET,Smartphone,4G,1
6,2.0,12355,101,ON-NET,Smartphone,4G,1
6,2.0,6804,5723,ON-NET,Smartphone,4G,1
6,2.0,10349,36,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,15923,215,ON-NET,Smartphone,4G,1
6,2.0,9013,5786,ON-NET,Smartphone,4G,1
6,2.0,6804,5723,ON-NET,Smartphone,4G,1
7,2.0,14769,179,ON-NET,Modem,3G,1
6,2.0,16100,226,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,150,5485,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,10349,36,ON-NET,Smartphone,4G,1
6,2.0,15923,215,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,150,5485,ON-NET,Smartphone,4G,1
6,2.0,10263,33,ON-NET,Smartphone,4G,1
6,2.0,12355,101,ON-NET,Smartphone,4G,1
6,2.0,14990,186,ON-NET,Smartphone,4G,1
6,2.0,10349,36,ON-NET,Smartphone,4G,1
6,2.0,9669,14,ON-NET,Smartphone,4G,1
6,2.0,13417,139,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
100,3.783024,17091,5797,OTA-SHORT,Other,4G,1
6,2.0,6804,5723,ON-NET,Smartphone,4G,1
6,2.0,10349,36,ON-NET,Smartphone,4G,1
6,2.0,451,5503,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
7,2.0,206,5489,OTA-SHORT,Smartphone,3G,1
6,2.0,10263,33,ON-NET,Smartphone,4G,1
6,2.0,9669,14,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,6804,5723,ON-NET,Smartphone,4G,1
6,2.0,16100,226,ON-NET,Smartphone,4G,1
6,2.0,451,5503,ON-NET,Smartphone,4G,1
6,2.0,14990,186,ON-NET,Smartphone,4G,1
6,2.0,15923,215,ON-NET,Smartphone,4G,1
6,2.0,14990,186,ON-NET,Smartphone,4G,1
6,2.0,12355,101,ON-NET,Smartphone,4G,1
6,2.0,13417,139,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,9013,5786,ON-NET,Smartphone,4G,1
6,2.0,6804,5723,ON-NET,Smartphone,4G,1
6,2.0,10349,36,ON-NET,Smartphone,4G,1
6,2.0,451,5503,ON-NET,Smartphone,4G,1
6,2.0,12355,101,ON-NET,Smartphone,4G,1
6,2.0,150,5485,ON-NET,Smartphone,4G,1
6,2.0,13417,139,ON-NET,Smartphone,4G,1
6,2.0,10263,33,ON-NET,Smartphone,4G,1
6,2.0,15923,215,ON-NET,Smartphone,4G,1
6,2.0,451,5503,ON-NET,Smartphone,4G,1
6,2.0,6804,5723,ON-NET,Smartphone,4G,1
6,2.0,9013,5786,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,150,5485,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,9013,5786,ON-NET,Smartphone,4G,1
6,2.0,9669,14,ON-NET,Smartphone,4G,1
6,2.0,15923,215,ON-NET,Smartphone,4G,1
6,2.0,15923,215,ON-NET,Smartphone,4G,1
6,2.0,150,5485,ON-NET,Smartphone,4G,1
6,2.0,9669,14,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,10349,36,ON-NET,Smartphone,4G,1
6,2.0,13417,139,ON-NET,Smartphone,4G,1
6,2.0,9669,14,ON-NET,Smartphone,4G,1
6,2.0,10349,36,ON-NET,Smartphone,4G,1
6,2.0,12355,101,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,451,5503,ON-NET,Smartphone,4G,1
6,2.0,150,5485,ON-NET,Smartphone,4G,1
6,2.0,13417,139,ON-NET,Smartphone,4G,1
6,2.0,451,5503,ON-NET,Smartphone,4G,1
6,2.0,6804,5723,ON-NET,Smartphone,4G,1
6,2.0,9669,14,ON-NET,Smartphone,4G,1
6,2.0,15923,215,ON-NET,Smartphone,4G,1
6,2.0,10263,33,ON-NET,Smartphone,4G,1
6,2.0,16100,226,ON-NET,Smartphone,4G,1
6,2.0,150,5485,ON-NET,Smartphone,4G,1
6,2.0,12355,101,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,10263,33,ON-NET,Smartphone,4G,1
6,2.0,6804,5723,ON-NET,Smartphone,4G,1
6,2.0,9669,14,ON-NET,Smartphone,4G,1
6,2.0,15923,215,ON-NET,Smartphone,4G,1
6,2.0,150,5485,ON-NET,Smartphone,4G,1
6,2.0,16100,226,ON-NET,Smartphone,4G,1
6,2.0,13417,139,ON-NET,Smartphone,4G,1
6,2.0,16100,226,ON-NET,Smartphone,4G,1
6,2.0,451,5503,ON-NET,Smartphone,4G,1
6,2.0,9669,14,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,451,5503,ON-NET,Smartphone,4G,1
7,2.0,5798,5689,OTA-SHORT,Smartphone,4G,1
6,2.0,16100,226,ON-NET,Smartphone,4G,1
7,2.0,5798,5689,OTA-SHORT,Smartphone,4G,1
7,2.0,10263,33,OTA-SHORT,Smartphone,4G,1
6,2.0,13417,139,ON-NET,Smartphone,4G,1
6,2.0,451,5503,ON-NET,Smartphone,4G,1
6,2.0,16100,226,ON-NET,Smartphone,4G,1
6,2.0,15923,215,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,10263,33,ON-NET,Smartphone,4G,1
6,2.0,10349,36,ON-NET,Smartphone,4G,1
6,2.0,13417,139,ON-NET,Smartphone,4G,1
6,2.0,16100,226,ON-NET,Smartphone,4G,1
6,2.0,15923,215,ON-NET,Smartphone,4G,1
6,2.0,150,5485,ON-NET,Smartphone,4G,1
6,2.0,10349,36,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,12355,101,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,1495,5548,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,16100,226,ON-NET,Smartphone,4G,1
6,2.0,14990,186,ON-NET,Smartphone,4G,1
0,57.691116,4060,5633,OFF-NET,Smartphone,4G,1
6,2.0,9013,5786,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,16100,226,ON-NET,Smartphone,4G,1
6,2.0,14990,186,ON-NET,Smartphone,4G,1
6,2.0,1495,5548,ON-NET,Smartphone,4G,1
7,2.0,14769,179,ON-NET,Modem,3G,1
6,2.0,451,5503,ON-NET,Smartphone,4G,1
6,2.0,15923,215,ON-NET,Smartphone,4G,1
6,2.0,10349,36,ON-NET,Smartphone,4G,1
6,2.0,9013,5786,ON-NET,Smartphone,4G,1
6,2.0,15923,215,ON-NET,Smartphone,4G,1
6,2.0,451,5503,ON-NET,Smartphone,4G,1
6,2.0,10349,36,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,13417,139,ON-NET,Smartphone,4G,1
6,2.0,16100,226,ON-NET,Smartphone,4G,1
6,2.0,10263,33,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,150,5485,ON-NET,Smartphone,4G,1
6,2.0,9013,5786,ON-NET,Smartphone,4G,1
6,2.0,14990,186,ON-NET,Smartphone,4G,1
6,2.0,13417,139,ON-NET,Smartphone,4G,1
6,2.0,451,5503,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,6804,5723,ON-NET,Smartphone,4G,1
6,2.0,451,5503,ON-NET,Smartphone,4G,1
6,2.0,13417,139,ON-NET,Smartphone,4G,1
6,2.0,6804,5723,ON-NET,Smartphone,4G,1
6,2.0,9013,5786,ON-NET,Smartphone,4G,1
6,2.0,12355,101,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,16100,226,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,1495,5548,ON-NET,Smartphone,4G,1
6,2.0,150,5485,ON-NET,Smartphone,4G,1
6,2.0,14990,186,ON-NET,Smartphone,4G,1
6,2.0,15923,215,ON-NET,Smartphone,4G,1
6,2.0,6804,5723,ON-NET,Smartphone,4G,1
6,2.0,10263,33,ON-NET,Smartphone,4G,1
6,2.0,451,5503,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,16100,226,ON-NET,Smartphone,4G,1
6,2.0,12355,101,ON-NET,Smartphone,4G,1
6,2.0,13417,139,ON-NET,Smartphone,4G,1
6,2.0,15923,215,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,16100,226,ON-NET,Smartphone,4G,1
6,2.0,9669,14,ON-NET,Smartphone,4G,1
6,2.0,10263,33,ON-NET,Smartphone,4G,1
6,2.0,150,5485,ON-NET,Smartphone,4G,1
6,2.0,9013,5786,ON-NET,Smartphone,4G,1
6,2.0,451,5503,ON-NET,Smartphone,4G,1
6,2.0,10349,36,ON-NET,Smartphone,4G,1
6,2.0,12355,101,ON-NET,Smartphone,4G,1
6,2.0,14990,186,ON-NET,Smartphone,4G,1
6,2.0,10263,33,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,6804,5723,ON-NET,Smartphone,4G,1
6,2.0,1495,5548,ON-NET,Smartphone,4G,1
6,2.0,12355,101,ON-NET,Smartphone,4G,1
6,2.0,451,5503,ON-NET,Smartphone,4G,1
6,2.0,150,5485,ON-NET,Smartphone,4G,1
6,2.0,9669,14,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,10349,36,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,9013,5786,ON-NET,Smartphone,4G,1
6,2.0,13417,139,ON-NET,Smartphone,4G,1
6,2.0,9669,14,ON-NET,Smartphone,4G,1
6,2.0,451,5503,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,1495,5548,ON-NET,Smartphone,4G,1
7,2.0,13300,133,OTA-SHORT,Other,4G,1
6,2.0,10263,33,ON-NET,Smartphone,4G,1
6,2.0,150,5485,ON-NET,Smartphone,4G,1
6,2.0,1495,5548,ON-NET,Smartphone,4G,1
7,2.0,9013,5786,OTA-SHORT,Smartphone,4G,1
6,2.0,9013,5786,ON-NET,Smartphone,4G,1
6,2.0,13417,139,ON-NET,Smartphone,4G,1
6,2.0,10349,36,ON-NET,Smartphone,4G,1
6,2.0,12355,101,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,9013,5786,ON-NET,Smartphone,4G,1
7,2.0,12355,101,OTA-SHORT,Smartphone,4G,1
6,2.0,13417,139,ON-NET,Smartphone,4G,1
6,2.0,6804,5723,ON-NET,Smartphone,4G,1
6,2.0,10349,36,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,14990,186,ON-NET,Smartphone,4G,1
6,2.0,10263,33,ON-NET,Smartphone,4G,1
6,2.0,9013,5786,ON-NET,Smartphone,4G,1
6,2.0,6804,5723,ON-NET,Smartphone,4G,1
6,2.0,13417,139,ON-NET,Smartphone,4G,1
6,2.0,15923,215,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,14990,186,ON-NET,Smartphone,4G,1
6,2.0,12355,101,ON-NET,Smartphone,4G,1
6,2.0,9013,5786,ON-NET,Smartphone,4G,1
6,2.0,16100,226,ON-NET,Smartphone,4G,1
6,2.0,14990,186,ON-NET,Smartphone,4G,1
6,2.0,12355,101,ON-NET,Smartphone,4G,1
6,2.0,9669,14,ON-NET,Smartphone,4G,1
6,2.0,1033,5531,ON-NET,Smartphone,4G,1
6,2.0,9013,5786,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,15923,215,ON-NET,Smartphone,4G,1
6,2.0,10263,33,ON-NET,Smartphone,4G,1
6,2.0,1495,5548,ON-NET,Smartphone,4G,1
6,2.0,9669,14,ON-NET,Smartphone,4G,1
6,2.0,16100,226,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,12355,101,ON-NET,Smartphone,4G,1
6,2.0,9013,5786,ON-NET,Smartphone,4G,1
6,2.0,9669,14,ON-NET,Smartphone,4G,1
6,2.0,15923,215,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,16100,226,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
0,107.816184,2606,5594,ON-NET,Smartphone,3G,1
6,2.0,10034,22,ON-NET,Smartphone,4G,1
0,161.724276,7636,5745,ON-NET,Smartphone,3G,1
6,2.0,1495,5548,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,10263,33,ON-NET,Smartphone,4G,1
6,2.0,1033,5531,ON-NET,Smartphone,4G,1
6,2.0,16100,226,ON-NET,Smartphone,4G,1
6,2.0,1033,5531,ON-NET,Smartphone,4G,1
6,2.0,15923,215,ON-NET,Smartphone,4G,1
7,2.0,10263,33,OTA-SHORT,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,14990,186,ON-NET,Smartphone,4G,1
6,2.0,16100,226,ON-NET,Smartphone,4G,1
6,2.0,12355,101,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,10349,36,ON-NET,Smartphone,4G,1
6,2.0,16100,226,ON-NET,Smartphone,4G,1
6,2.0,14990,186,ON-NET,Smartphone,4G,1
6,2.0,10263,33,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,150,5485,ON-NET,Smartphone,4G,1
6,2.0,6804,5723,ON-NET,Smartphone,4G,1
6,2.0,10263,33,ON-NET,Smartphone,4G,1
6,2.0,13417,139,ON-NET,Smartphone,4G,1
6,2.0,14990,186,ON-NET,Smartphone,4G,1
6,2.0,150,5485,ON-NET,Smartphone,4G,1
6,2.0,1033,5531,ON-NET,Smartphone,4G,1
0,20.806632,7197,5731,ON-NET,Smartphone,3G,1
6,2.0,10034,22,ON-NET,Smartphone,4G,1
6,2.0,6804,5723,ON-NET,Smartphone,4G,1
6,2.0,10263,33,ON-NET,Smartphone,4G,1
6,2.0,1033,5531,ON-NET,Smartphone,4G,1
6,2.0,15923,215,ON-NET,Smartphone,4G,1
7,2.0,14769,179,ON-NET,Modem,3G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,1495,5548,ON-NET,Smartphone,4G,1
6,2.0,9013,5786,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,13417,139,ON-NET,Smartphone,4G,1
6,2.0,9013,5786,ON-NET,Smartphone,4G,1
6,2.0,1495,5548,ON-NET,Smartphone,4G,1
6,2.0,451,5503,ON-NET,Smartphone,4G,1
6,2.0,10034,22,ON-NET,Smartphone,4G,1
6,2.0,12355,101,ON-NET,Smartphone,4G,1
6,2.0,9669,14,ON-NET,Smartphone,4G,1
6,2.0,10349,36,ON-NET,Smartphone,4G,1
6,2.0,10034,22,ON-NET,Smartphone,4G,1
6,2.0,150,5485,ON-NET,Smartphone,4G,1
6,2.0,13417,139,ON-NET,Smartphone,4G,1
6,2.0,451,5503,ON-NET,Smartphone,4G,1
6,2.0,16100,226,ON-NET,Smartphone,4G,1
6,2.0,1033,5531,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,9013,5786,ON-NET,Smartphone,4G,1
6,2.0,15573,207,ON-NET,Smartphone,4G,1
6,2.0,6804,5723,ON-NET,Smartphone,4G,1
6,2.0,15923,215,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,1495,5548,ON-NET,Smartphone,4G,1
6,2.0,16100,226,ON-NET,Smartphone,4G,1
6,2.0,13417,139,ON-NET,Smartphone,4G,1
6,2.0,9669,14,ON-NET,Smartphone,4G,1
6,2.0,16100,226,ON-NET,Smartphone,4G,1
6,2.0,15923,215,ON-NET,Smartphone,4G,1
6,2.0,6804,5723,ON-NET,Smartphone,4G,1
6,2.0,9013,5786,ON-NET,Smartphone,4G,1
6,2.0,10349,36,ON-NET,Smartphone,4G,1
6,2.0,451,5503,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,13417,139,ON-NET,Smartphone,4G,1
6,2.0,9669,14,ON-NET,Smartphone,4G,1
6,2.0,6804,5723,ON-NET,Smartphone,4G,1
6,2.0,15923,215,ON-NET,Smartphone,4G,1
6,2.0,16100,226,ON-NET,Smartphone,4G,1
0,174.96486,4089,5635,ON-NET,Basic & Feature Phone,2G,1
6,2.0,150,5485,ON-NET,Smartphone,4G,1
7,2.0,9217,5789,ON-NET,Smartphone,4G,1
6,2.0,13417,139,ON-NET,Smartphone,4G,1
6,2.0,9013,5786,ON-NET,Smartphone,4G,1
6,2.0,9669,14,ON-NET,Smartphone,4G,1
6,2.0,451,5503,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,10034,22,ON-NET,Smartphone,4G,1
7,2.0,13300,133,OTA-SHORT,Other,2G,1
6,2.0,150,5485,ON-NET,Smartphone,4G,1
6,2.0,6804,5723,ON-NET,Smartphone,4G,1
6,2.0,1033,5531,ON-NET,Smartphone,4G,1
6,2.0,10349,36,ON-NET,Smartphone,4G,1
6,2.0,10263,33,ON-NET,Smartphone,4G,1
6,2.0,451,5503,ON-NET,Smartphone,4G,1
6,2.0,9669,14,ON-NET,Smartphone,4G,1
6,2.0,416,5499,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,451,5503,ON-NET,Smartphone,4G,1
6,2.0,15923,215,ON-NET,Smartphone,4G,1
6,2.0,12355,101,ON-NET,Smartphone,4G,1
6,2.0,1033,5531,ON-NET,Smartphone,4G,1
6,2.0,10349,36,ON-NET,Smartphone,4G,1
6,2.0,9669,14,ON-NET,Smartphone,4G,1
6,2.0,10263,33,ON-NET,Smartphone,4G,1
6,2.0,9013,5786,ON-NET,Smartphone,4G,1
6,2.0,1495,5548,ON-NET,Smartphone,4G,1
6,2.0,150,5485,ON-NET,Smartphone,4G,1
6,2.0,1495,5548,ON-NET,Smartphone,4G,1
6,2.0,9669,14,ON-NET,Smartphone,4G,1
6,2.0,1033,5531,ON-NET,Smartphone,4G,1
6,2.0,10263,33,ON-NET,Smartphone,4G,1
6,2.0,451,5503,ON-NET,Smartphone,4G,1
6,2.0,15696,210,ON-NET,Smartphone,4G,1
6,2.0,12355,101,ON-NET,Smartphone,4G,1
