Call_Type,Charging_Tm,Call_Duration,Location,A_Num,B_Num,cell_id,IMEI,TAC,DESTINATION,DESTINATION_CAT,MU_Device_type_Segment,MU_HANDSET_MOBILE_TECH
6,2024-12-02 10:58:00,2.0,24078,165,24394,806619.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-02 10:58:00,2.0,25387,659,24394,861173.0,150,5485,OTA,ON-NET,Smartphone,4G
6,2024-12-02 10:58:00,2.0,25387,659,24394,861173.0,150,5485,OTA,ON-NET,Smartphone,4G
6,2024-12-02 10:58:00,2.0,39594,93,24394,939638.0,13417,139,OTA,ON-NET,Smartphone,4G
6,2024-12-02 10:58:00,2.0,39594,93,24394,939638.0,13417,139,OTA,ON-NET,Smartphone,4G
6,2024-12-02 10:58:00,2.0,6315,559,24394,898084.0,8354,5771,OTA,ON-NET,Smartphone,4G
6,2024-12-02 10:58:00,2.0,7255,111,24394,853056.0,1033,5531,OTA,ON-NET,Smartphone,4G
6,2024-12-02 10:58:00,2.0,2440,699,24394,970572.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-02 10:58:00,2.0,44255,541,24394,781483.0,1796,5563,OTA,ON-NET,Smartphone,4G
6,2024-12-02 10:59:00,2.0,39594,93,24394,939638.0,13417,139,OTA,ON-NET,Smartphone,4G
6,2024-12-02 10:59:00,2.0,25387,659,24394,861173.0,150,5485,OTA,ON-NET,Smartphone,4G
6,2024-12-02 10:59:00,2.0,6315,559,24394,898084.0,8354,5771,OTA,ON-NET,Smartphone,4G
6,2024-12-02 10:59:00,2.0,4315,491,24394,846535.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-02 10:59:00,2.0,6315,559,24394,898084.0,8354,5771,OTA,ON-NET,Smartphone,4G
6,2024-12-02 10:59:00,2.0,2440,699,24394,970572.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-02 10:59:00,2.0,7255,111,24394,853056.0,1033,5531,OTA,ON-NET,Smartphone,4G
6,2024-12-02 10:59:00,2.0,26404,193,24394,840316.0,206,5489,OTA,ON-NET,Smartphone,3G
6,2024-12-02 10:59:00,2.0,24078,165,24394,806619.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-02 10:59:00,2.0,44463,110,24394,889827.0,15097,189,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:00:00,2.0,2440,699,24394,970572.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:00:00,2.0,25387,659,24394,861173.0,150,5485,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:00:00,2.0,44463,110,24394,889827.0,15097,189,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:00:00,2.0,25387,659,24394,861173.0,150,5485,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:00:00,2.0,25387,659,24394,861173.0,150,5485,OTA,ON-NET,Smartphone,4G
7,2024-12-02 11:00:00,2.0,11638,376,24394,738832.0,14769,179,OTA,ON-NET,Modem,3G
6,2024-12-02 11:00:00,2.0,25387,659,24394,861173.0,150,5485,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:00:00,2.0,25387,659,24394,861173.0,150,5485,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:00:00,2.0,44255,541,24394,781483.0,1796,5563,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:00:00,2.0,24078,165,24394,806619.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:00:00,2.0,38537,28,24394,804606.0,15658,208,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:01:00,2.0,25387,659,24394,861173.0,150,5485,OTA,ON-NET,Smartphone,4G
7,2024-12-02 11:01:00,2.0,6537,78,24396,810941.0,11599,73,OTA-SHORT,OTA-SHORT,Smartphone,4G
6,2024-12-02 11:01:00,2.0,38537,28,24394,804606.0,15658,208,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:01:00,2.0,26404,193,24394,840316.0,206,5489,OTA,ON-NET,Smartphone,3G
6,2024-12-02 11:01:00,2.0,24078,165,24394,806619.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:01:00,2.0,26404,193,24394,840316.0,206,5489,OTA,ON-NET,Smartphone,3G
6,2024-12-02 11:01:00,2.0,48646,142,24394,737995.0,9921,20,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:01:00,2.0,44255,541,24394,781483.0,1796,5563,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:01:00,2.0,44255,541,24394,781483.0,1796,5563,OTA,ON-NET,Smartphone,4G
7,2024-12-02 11:01:00,2.0,44630,37,24394,817987.0,302,5494,OTA,ON-NET,Basic & Feature Phone,2G
1,2024-12-02 11:01:00,104.03316,3223,544,15977,963282.0,2864,5598,NEDJMA,OFF-NET,Smartphone,4G
6,2024-12-02 11:01:00,2.0,7255,111,24394,853056.0,1033,5531,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:01:00,2.0,6315,559,24394,898084.0,8354,5771,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:02:00,2.0,38537,28,24394,804606.0,15658,208,OTA,ON-NET,Smartphone,4G
7,2024-12-02 11:02:00,2.0,11638,376,24394,738832.0,14769,179,OTA,ON-NET,Modem,3G
6,2024-12-02 11:02:00,2.0,38537,28,24394,804606.0,15658,208,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:02:00,2.0,48646,142,24394,737995.0,9921,20,OTA,ON-NET,Smartphone,4G
7,2024-12-02 11:02:00,2.0,25387,659,24395,861173.0,150,5485,INTERNATIONAL,INTERNATIONAL,Smartphone,4G
6,2024-12-02 11:02:00,2.0,44255,541,24394,781483.0,1796,5563,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:02:00,2.0,42872,541,24394,912190.0,1796,5563,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:03:00,2.0,7255,111,24394,853056.0,1033,5531,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:03:00,2.0,24078,165,24394,806619.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:03:00,2.0,7255,111,24394,853056.0,1033,5531,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:04:00,2.0,6315,559,24394,898084.0,8354,5771,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:04:00,2.0,24078,165,24394,806619.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:04:00,2.0,38537,28,24394,804606.0,15658,208,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:04:00,2.0,44463,110,24394,889827.0,15097,189,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:04:00,2.0,38537,28,24394,804606.0,15658,208,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:04:00,2.0,25387,659,24394,861173.0,150,5485,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:04:00,2.0,38537,28,24394,804606.0,15658,208,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:04:00,2.0,6315,559,24394,898084.0,8354,5771,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:04:00,2.0,24078,165,24394,806619.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:04:00,2.0,2440,699,24394,970572.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:04:00,2.0,24078,165,24394,806619.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:04:00,2.0,6315,559,24394,898084.0,8354,5771,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:04:00,2.0,24078,165,24394,806619.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:04:00,2.0,44463,110,24394,889827.0,15097,189,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:05:00,2.0,44463,110,24394,889827.0,15097,189,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:05:00,2.0,48646,142,24394,737995.0,9921,20,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:05:00,2.0,7255,111,24394,853056.0,1033,5531,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:05:00,2.0,24078,165,24394,806619.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:05:00,2.0,24078,165,24394,806619.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:05:00,2.0,48646,142,24394,737995.0,9921,20,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:05:00,2.0,25387,659,24394,861173.0,150,5485,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:05:00,2.0,6315,559,24394,898084.0,8354,5771,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:05:00,2.0,38537,28,24394,804606.0,15658,208,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:05:00,2.0,6315,559,24394,898084.0,8354,5771,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:05:00,2.0,6315,559,24394,898084.0,8354,5771,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:06:00,2.0,38537,28,24394,804606.0,15658,208,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:06:00,2.0,6315,559,24394,898084.0,8354,5771,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:06:00,2.0,19255,425,24394,764863.0,10263,33,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:06:00,2.0,25387,659,24394,861173.0,150,5485,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:06:00,2.0,40225,748,24394,824018.0,9239,5791,MOBILIS,OFF-NET,Smartphone,4G
6,2024-12-02 11:06:00,2.0,48646,142,24394,737995.0,9921,20,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:06:00,2.0,7255,111,24394,853056.0,1033,5531,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:06:00,2.0,44463,110,24394,889827.0,15097,189,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:07:00,2.0,19255,425,24394,764863.0,10263,33,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:07:00,2.0,26404,193,24394,840316.0,206,5489,OTA,ON-NET,Smartphone,3G
6,2024-12-02 11:07:00,2.0,7255,111,24394,853056.0,1033,5531,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:07:00,2.0,6315,559,24394,898084.0,8354,5771,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:07:00,2.0,348,541,24394,943419.0,1796,5563,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:07:00,2.0,7255,111,24394,853056.0,1033,5531,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:07:00,2.0,48646,142,24394,737995.0,9921,20,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:07:00,2.0,19255,425,24394,764863.0,10263,33,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:08:00,2.0,39594,93,24394,939638.0,13417,139,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:08:00,2.0,348,541,24394,943419.0,1796,5563,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:08:00,2.0,48646,142,24394,737995.0,9921,20,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:08:00,2.0,22793,28,24394,958129.0,15658,208,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:08:00,2.0,19255,425,24394,764863.0,10263,33,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:08:00,2.0,22793,28,24394,958129.0,15658,208,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:08:00,2.0,6315,559,24394,898084.0,8354,5771,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:09:00,2.0,6315,559,24394,898084.0,8354,5771,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:09:00,2.0,10460,193,24394,773411.0,206,5489,OTA,ON-NET,Smartphone,3G
7,2024-12-02 11:09:00,2.0,6315,559,24396,898084.0,8354,5771,OTA-SHORT,OTA-SHORT,Smartphone,4G
6,2024-12-02 11:09:00,2.0,348,541,24394,943419.0,1796,5563,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:09:00,2.0,7255,111,24394,853056.0,1033,5531,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:09:00,2.0,19255,425,24394,764863.0,10263,33,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:09:00,2.0,19255,425,24394,764863.0,10263,33,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:09:00,2.0,22793,28,24394,958129.0,15658,208,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:10:00,2.0,7255,111,24394,853056.0,1033,5531,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:10:00,2.0,7255,111,24394,853056.0,1033,5531,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:10:00,2.0,10460,193,24394,773411.0,206,5489,OTA,ON-NET,Smartphone,3G
6,2024-12-02 11:10:00,2.0,39594,93,24394,939638.0,13417,139,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:10:00,2.0,6315,559,24394,898084.0,8354,5771,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:10:00,2.0,39594,93,24394,939638.0,13417,139,OTA,ON-NET,Smartphone,4G
1,2024-12-02 11:10:00,17.023608,47365,62,19174,805044.0,13238,129,NEDJMA,OFF-NET,Smartphone,4G
6,2024-12-02 11:10:00,2.0,6315,559,24394,898084.0,8354,5771,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:10:00,2.0,39594,93,24394,939638.0,13417,139,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:10:00,2.0,7255,111,24394,853056.0,1033,5531,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:11:00,2.0,7255,111,24394,853056.0,1033,5531,OTA,ON-NET,Smartphone,4G
7,2024-12-02 11:11:00,2.0,16700,522,24396,859443.0,16370,234,OTA-SHORT,OTA-SHORT,Smartphone,4G
6,2024-12-02 11:11:00,2.0,7255,111,24394,853056.0,1033,5531,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:11:00,2.0,348,541,24394,943419.0,1796,5563,OTA,ON-NET,Smartphone,4G
7,2024-12-02 11:11:00,2.0,11638,376,24394,738832.0,14769,179,OTA,ON-NET,Modem,3G
6,2024-12-02 11:11:00,2.0,7255,111,24394,853056.0,1033,5531,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:11:00,2.0,25387,659,24394,861173.0,150,5485,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:11:00,2.0,19255,425,24394,764863.0,10263,33,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:11:00,2.0,6315,559,24394,898084.0,8354,5771,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:11:00,2.0,44463,110,24394,889827.0,15097,189,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:11:00,2.0,7255,111,24394,853056.0,1033,5531,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:11:00,2.0,7255,111,24394,853056.0,1033,5531,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:12:00,2.0,7255,111,24394,853056.0,1033,5531,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:12:00,2.0,48646,142,24394,737995.0,9921,20,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:12:00,2.0,10460,193,24394,773411.0,206,5489,OTA,ON-NET,Smartphone,3G
6,2024-12-02 11:12:00,2.0,2440,699,24394,970572.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:12:00,2.0,10460,193,24394,773411.0,206,5489,OTA,ON-NET,Smartphone,3G
6,2024-12-02 11:12:00,2.0,10460,193,24394,773411.0,206,5489,OTA,ON-NET,Smartphone,3G
6,2024-12-02 11:12:00,2.0,19255,425,24394,764863.0,10263,33,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:12:00,2.0,25387,659,24394,861173.0,150,5485,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:12:00,2.0,39594,93,24394,939638.0,13417,139,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:12:00,2.0,10460,193,24394,773411.0,206,5489,OTA,ON-NET,Smartphone,3G
6,2024-12-02 11:12:00,2.0,19255,425,24394,764863.0,10263,33,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:12:00,2.0,7255,111,24394,853056.0,1033,5531,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:12:00,2.0,7255,111,24394,853056.0,1033,5531,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:12:00,2.0,44463,110,24394,889827.0,15097,189,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:12:00,2.0,348,541,24394,943419.0,1796,5563,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:12:00,2.0,8719,28,24394,888961.0,15658,208,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:12:00,2.0,6315,559,24394,898084.0,8354,5771,OTA,ON-NET,Smartphone,4G
1,2024-12-02 11:13:00,8.511804,18415,440,24713,760780.0,9235,5790,OTA,ON-NET,Basic & Feature Phone,2G
6,2024-12-02 11:13:00,2.0,19255,425,24394,764863.0,10263,33,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:13:00,2.0,2440,699,24394,970572.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:13:00,2.0,39594,93,24394,939638.0,13417,139,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:13:00,2.0,19255,425,24394,764863.0,10263,33,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:13:00,2.0,19255,425,24394,764863.0,10263,33,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:13:00,2.0,19255,425,24394,764863.0,10263,33,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:13:00,2.0,4315,491,24394,846535.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:13:00,2.0,7255,111,24394,853056.0,1033,5531,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:13:00,2.0,2440,699,24394,970572.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:14:00,2.0,19255,425,24394,764863.0,10263,33,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:14:00,2.0,7255,111,24394,853056.0,1033,5531,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:15:00,2.0,8719,28,24394,888961.0,15658,208,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:15:00,2.0,2440,699,24394,970572.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:15:00,2.0,44463,110,24394,889827.0,15097,189,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:15:00,2.0,2440,699,24394,970572.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:15:00,2.0,24078,165,24394,806619.0,15696,210,OTA,ON-NET,Smartphone,4G
7,2024-12-02 11:15:00,2.0,1124,433,24396,843427.0,2543,5588,INTERNATIONAL,INTERNATIONAL,Smartphone,4G
6,2024-12-02 11:15:00,2.0,8719,28,24394,888961.0,15658,208,OTA,ON-NET,Smartphone,4G
0,2024-12-02 11:15:00,19.860876,27631,84,23956,838831.0,16723,246,MOBILIS,OFF-NET,Smartphone,4G
6,2024-12-02 11:15:00,2.0,48646,142,24394,737995.0,9921,20,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:15:00,2.0,19255,425,24394,764863.0,10263,33,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:16:00,2.0,2440,699,24394,970572.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:16:00,2.0,44463,110,24394,889827.0,15097,189,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:16:00,2.0,24078,165,24394,806619.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:16:00,2.0,44463,110,24394,889827.0,15097,189,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:16:00,2.0,44463,110,24394,889827.0,15097,189,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:17:00,2.0,2440,699,24394,970572.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:17:00,2.0,4315,491,24394,846535.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:17:00,2.0,35757,659,24394,866121.0,150,5485,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:17:00,2.0,24078,165,24394,806619.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:17:00,2.0,8719,28,24394,888961.0,15658,208,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:17:00,2.0,44463,110,24394,889827.0,15097,189,OTA,ON-NET,Smartphone,4G
7,2024-12-02 11:17:00,2.0,11638,376,24394,738832.0,14769,179,OTA,ON-NET,Modem,3G
6,2024-12-02 11:17:00,2.0,19255,425,24394,764863.0,10263,33,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:17:00,2.0,44463,110,24394,889827.0,15097,189,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:17:00,2.0,19255,425,24394,764863.0,10263,33,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:17:00,2.0,35757,659,24394,866121.0,150,5485,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:18:00,2.0,39594,93,24394,939638.0,13417,139,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:18:00,2.0,6315,559,24394,898084.0,8354,5771,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:18:00,2.0,44463,110,24394,889827.0,15097,189,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:18:00,2.0,4315,491,24394,846535.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:18:00,2.0,24078,165,24394,806619.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:18:00,2.0,348,541,24394,943419.0,1796,5563,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:18:00,2.0,4315,491,24394,846535.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:18:00,2.0,4315,491,24394,846535.0,14097,158,OTA,ON-NET,Smartphone,4G
0,2024-12-02 11:18:00,0.945756,5468,409,21381,792177.0,6572,5714,MOBILIS,OFF-NET,Smartphone,4G
6,2024-12-02 11:18:00,2.0,19255,425,24394,764863.0,10263,33,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:19:00,2.0,39594,93,24394,939638.0,13417,139,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:19:00,2.0,6315,559,24394,898084.0,8354,5771,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:19:00,2.0,41679,433,24394,739271.0,2543,5588,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:19:00,2.0,35757,659,24394,866121.0,150,5485,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:19:00,2.0,38537,28,24394,804606.0,15658,208,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:19:00,2.0,348,541,24394,943419.0,1796,5563,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:19:00,2.0,24078,165,24394,806619.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:20:00,2.0,41679,433,24394,739271.0,2543,5588,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:20:00,2.0,2440,699,24394,970572.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:20:00,2.0,24078,165,24394,806619.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:20:00,2.0,35757,659,24394,866121.0,150,5485,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:20:00,2.0,2440,699,24394,970572.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:20:00,2.0,41679,433,24394,739271.0,2543,5588,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:20:00,2.0,39594,93,24394,939638.0,13417,139,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:20:00,2.0,41679,433,24394,739271.0,2543,5588,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:20:00,2.0,24078,165,24394,806619.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:20:00,2.0,39594,93,24394,939638.0,13417,139,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:21:00,2.0,24078,165,24394,806619.0,15696,210,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:21:00,2.0,39594,93,24394,939638.0,13417,139,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:21:00,2.0,35757,659,24394,866121.0,150,5485,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:21:00,2.0,39594,93,24394,939638.0,13417,139,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:21:00,2.0,4315,491,24394,846535.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:21:00,2.0,38537,28,24394,804606.0,15658,208,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:21:00,2.0,41679,433,24394,739271.0,2543,5588,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:21:00,2.0,26493,476,24394,746669.0,9831,16,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:21:00,2.0,44463,110,24394,889827.0,15097,189,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:21:00,2.0,35757,659,24394,866121.0,150,5485,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:21:00,2.0,35757,659,24394,866121.0,150,5485,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:22:00,2.0,29745,34,24394,774250.0,15716,212,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:22:00,2.0,7255,111,24394,853056.0,1033,5531,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:22:00,2.0,6315,559,24394,898084.0,8354,5771,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:22:00,2.0,26493,476,24394,746669.0,9831,16,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:22:00,2.0,48646,142,24394,737995.0,9921,20,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:22:00,2.0,4315,491,24394,846535.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:22:00,2.0,7255,111,24394,853056.0,1033,5531,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:22:00,2.0,26493,476,24394,746669.0,9831,16,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:22:00,2.0,7255,111,24394,853056.0,1033,5531,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:22:00,2.0,348,541,24394,943419.0,1796,5563,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:22:00,2.0,4315,491,24394,846535.0,14097,158,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:22:00,2.0,41679,433,24394,739271.0,2543,5588,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:22:00,2.0,44463,110,24394,889827.0,15097,189,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:22:00,2.0,6315,559,24394,898084.0,8354,5771,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:22:00,2.0,29745,34,24394,774250.0,15716,212,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:22:00,2.0,6315,559,24394,898084.0,8354,5771,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:23:00,2.0,29745,34,24394,774250.0,15716,212,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:23:00,2.0,38537,28,24394,804606.0,15658,208,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:23:00,2.0,39594,93,24394,939638.0,13417,139,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:23:00,2.0,2440,699,24394,970572.0,13327,134,OTA,ON-NET,Smartphone,4G
6,2024-12-02 11:23:00,2.0,48646,142,24394,737995.0,9921,20,OTA,ON-NET,Smartphone,4G
